review_id,username,user_image,likes,review_created_version,created_at,reply_content,replied_at,app_version,score,comments,keywords,lda_category,sentiment,insight
db261238-e304-47b6-9fc4-5f3c8e0aa53e,Sammy,https://play-lh.googleusercontent.com/a/ACg8ocLyFxU6seSUxhMEqfGbRKVv82xvdgJ214itL-8MBiDZzt6-dw=mo,30,24.03.04,2024-03-19 19:29:30,,,24.03.04,1,What a shame. How could you even promote a fintech app that doesn't even open properly. A completely useless app. I could not even sign up due to glitches and crashes.,,,,
aadbf0d2-35f2-4a40-8845-05b68634caf5,Gizaw Yadasa,https://play-lh.googleusercontent.com/a-/ALV-UjXzmVvWXa1sF4_pQHuK9nw1BGxOnOfYkGoUW47CjdCAL-Zy4jE,1,24.01.17,2024-03-19 19:26:35,,,24.01.17,1,"This application needs upgrade ,it cannot work any thing,",,,,
556f3439-c299-4bda-acb8-a5cae3cb1864,Girum Alemayehu,https://play-lh.googleusercontent.com/a-/ALV-UjVl03OqmAOmO1o3O4t9L9KDdrb_DTAFthttMzZ7j4-jgh845dS4,2,24.03.04,2024-03-19 18:57:08,,,24.03.04,3,Good,,,,
8e69e16d-4030-42ba-b9fd-d87e2d28d2a7,Hadish Bekuretsion Areeya,https://play-lh.googleusercontent.com/a-/ALV-UjWsj1AUOURDaU7Nb1hlF0kji_8Zug3n8bgdm1S0q-Dp3dC0KGRd7g,1,23.06.17,2024-03-19 18:46:54,,,23.06.17,1,I am disgrace by this apps. Its really boring. I do no why this mobile apps built. 1. Can't respons the host 2. It's too big for mobile.,,,,
9148fcd7-ea1a-4e29-a39b-9c28a0a33318,asegd belachew,https://play-lh.googleusercontent.com/a-/ALV-UjV2jbNxrQDDo0DCN6cSHvOcRkxSnr6xZDmEVKDD3jhnyr9mUw,0,24.03.04,2024-03-19 16:18:49,,,24.03.04,5,👋👌,,,,
fe644acb-3a43-4d07-ac96-59528ed345f0,bezawit abebe,https://play-lh.googleusercontent.com/a-/ALV-UjVHaJNtQXAoADWKAioIsYLviXeltX912DRhGXYSQnsPSbUxCJM,0,24.03.04,2024-03-19 16:10:45,,,24.03.04,1,How can I work,,,,
fc21bfa8-d761-4f75-ac94-1fde163cc81a,Bereket Mulugeta,https://play-lh.googleusercontent.com/a/ACg8ocIGIeY0GZJszn25QlKiR6hNUKRwUn0Lk6X72jBbuQlQci4mAg=mo,0,23.12.29,2024-03-19 15:58:09,,,23.12.29,5,Wow,,,,
7f242fc6-45c0-4b76-9525-581ad875ca22,ERMIAS DESALEGN (ERMI),https://play-lh.googleusercontent.com/a-/ALV-UjWqE-iGtptyVcAm7MKQTVvjI8UIu_MW2a-5hVmG9rxJ0DM1QFgo,2,24.02.14,2024-03-19 15:57:48,,,24.02.14,5,"It's nice app to transfer money , it's very easy to use",,,,
4e03fcb5-9d5b-4a5d-a109-e46ce3b79fde,Amanuel Kebede,https://play-lh.googleusercontent.com/a/ACg8ocKkNt9paUl0zzlCs4Vw6-O2Ydiq7xmNgWEW6eatIM0_iEe0cQ=mo,0,24.03.04,2024-03-19 15:45:20,,,24.03.04,4,Cool,,,,
8a804176-1027-485e-8468-5d84dbfe5c1b,Efrem Boru,https://play-lh.googleusercontent.com/a/ACg8ocLfE79jHo0swk3M5VhQ4Hq8grULHKpWL1Er6lc93kgg6wUJVQ=mo,0,,2024-03-19 15:06:12,,,,5,My phone,,,,
52722447-b321-4289-8d1b-1d432fa0e558,Addisu Ayele,https://play-lh.googleusercontent.com/a/ACg8ocIVBFUIGhDxunsX3BiuPHzH1hdxcpP4ESwMolkzjuqwsQbufg=mo,1,24.03.04,2024-03-19 14:12:12,,,24.03.04,1,Its not active all day,,,,
097b0ebd-cbd7-49a4-bd1d-f571780244aa,Israeli Gere,https://play-lh.googleusercontent.com/a/ACg8ocLZW_TGzZ7vnbTaV1n_9kArpjXk-a7DjesVdWka7fTqmWuu0w=mo,0,,2024-03-19 13:55:16,,,,5,Good app.,,,,
847285f0-c1e0-4f2e-9be6-3da30139099a,somex international,https://play-lh.googleusercontent.com/a-/ALV-UjU20kl9frzA_tG-K8sd1WO_qKX5iQxz27Qota1zjL58-2SY1hma,0,24.03.04,2024-03-19 12:44:39,,,24.03.04,5,Its more than good,,,,
f98ffa95-4f82-4333-bdc2-de36d6560ba1,Amutu Girma,https://play-lh.googleusercontent.com/a/ACg8ocIlOkez7IjZiiV3fTkp9qtSAgLpoIrwhaUWq43oBwjIkrnf2w=mo,0,,2024-03-19 10:45:25,,,,1,The worst app ever,,,,
c7d68438-a86f-4afb-9d95-bdf3737c0b9b,Bahru Kemal,https://play-lh.googleusercontent.com/a-/ALV-UjWvYMVCeDCY-TCa1SaA53xRrh3duMf7LfTFEStY8-V_eQPddJQ3,1,24.03.04,2024-03-18 23:51:22,,,24.03.04,3,super apollo app,,,,
ca81cc67-8d85-4473-bfad-08874b309124,sewalem fetene,https://play-lh.googleusercontent.com/a/ACg8ocIoauz-1GkJQF0UsSLs0gKqmZHsI1FfXIPbLgmQ4_W5neqUMQ=mo,0,24.03.04,2024-03-18 12:29:23,,,24.03.04,5,Nice app,,,,
b0fb28aa-3a61-4b04-8d1f-945c59335b17,Wuberst Alebachew,https://play-lh.googleusercontent.com/a-/ALV-UjXHPgCZOm_ZfzYSbIi1TLHMzcdx85wMq7bqD2qfA3VQ1Cq_MqAV,0,24.03.04,2024-03-18 10:59:38,,,24.03.04,1,Absolute garbage,,,,
cf6a524b-6983-4b87-8116-e737bcfa7246,Di Iy,https://play-lh.googleusercontent.com/a-/ALV-UjW1rT-U5CR9R4DAjOJKgeqnwtF0rXE0k06_dxul5xhvv_WIT1UV,0,,2024-03-18 10:28:57,,,,5,Best,,,,
b4933445-94ce-4ded-8439-6dfaf528403a,Beke Adsu,https://play-lh.googleusercontent.com/a/ACg8ocKaikFo94H8B-yut3UR0BKQV2aHawm9Q2rMM6v2mLWFOWieww=mo,0,,2024-03-17 22:20:15,,,,5,fine,,,,
194c5f9e-c3bc-4d23-9455-3293636ad09c,Getachew Shaligano,https://play-lh.googleusercontent.com/a-/ALV-UjV23o_VGAtR3UwEm88mH0MJfngaiOwBQXDl8xWM45ma2Lx0S2mz,1,,2024-03-17 21:34:19,,,,3,Apolo good app in terms of microloan except in apps passiveness,,,,
7c701de9-9730-49e8-9db9-3589fe90eee8,Sara Abarra,https://play-lh.googleusercontent.com/a/ACg8ocIoLdi8rARxziLAgRSHyx5WSyBB-egs_8efbEyRzkfohbqOeQ=mo,0,,2024-03-17 19:31:56,,,,5,It is good to be for students,,,,
00df9071-d9f8-4f9b-9212-82eb0b5e3047,Tadese Mesfen,https://play-lh.googleusercontent.com/a-/ALV-UjWrH8oYA-oAxCmh5liIlnutxT6RDleKGDsVeDp5IAEF0xp4SPE,0,,2024-03-17 11:41:40,,,,5,Good app,,,,
65ca4b94-ca40-452e-b4dc-254f4a6ae84b,Selam Selam,https://play-lh.googleusercontent.com/a/ACg8ocL0S2mZWiRUDlz_Bkc_EaeqptiXuTaBiBOMbPznqXEIShqNhg=mo,0,,2024-03-17 11:28:09,,,,5,May liyek Apollo,,,,
0acab695-f674-4173-a1e3-352ceaaf3f47,Shimeles Tadu,https://play-lh.googleusercontent.com/a-/ALV-UjXT2qbpvf5yxIoNV529dz9EM0lHJHkt52BPKLzbwPmX6HamyRtF,1,,2024-03-16 20:33:44,,,,2,"The idea and the name is the best, the service and the inside is empty, a very boring and crooked application",,,,
c1ae0a70-4b31-4d30-be9f-b2b13b561dd6,Mulu Biru,https://play-lh.googleusercontent.com/a/ACg8ocJOmJH8jazVBm8hj1ea7RmKVSwHK5ql_DigU6RVF8j8T2iVZA=mo,0,24.02.14,2024-03-16 10:19:21,,,24.02.14,1,🤮🤮🤮,,,,
4e938919-05ec-4e73-9ead-7d75beb65309,Dera Gift,https://play-lh.googleusercontent.com/a/ACg8ocJNBy5esHWIU0vOj1fxisK4ilwM_VivM_4ZYCOZzLc1Vth2Tw=mo,0,24.01.17,2024-03-15 12:00:20,,,24.01.17,5,good app,,,,
ffd447ec-e3d8-4e30-8421-2eaa07471b61,Kal Kuku,https://play-lh.googleusercontent.com/a/ACg8ocLSeyCFGn7Afk4_07gaHju9jxHxEZKf-cPzNABMxBonPS6O4g=mo,0,23.10.24,2024-03-15 11:56:46,,,23.10.24,5,I love it,,,,
43a1b82d-ffcf-4601-94d7-4cda91ca27d8,Esayas Shiferaw,https://play-lh.googleusercontent.com/a-/ALV-UjXyBPNdyOMFB7oCFQd5nASi7u_rAZ_B36qKyMJ7sznRFTh37g,28,24.03.04,2024-03-15 04:03:54,,,24.03.04,1,I think the coumpany should change the app. It crash every time It does not look like financial app it look like demo app for the fresh app developer.,,,,
b46c0779-238d-46c1-9e63-2cdcb14df79f,Tsega Worku,https://play-lh.googleusercontent.com/a-/ALV-UjW6uOIh29kvQP8MG_dJo1NuZZNkdWrWQ9qsKb2FSAfLokOowyyA,0,24.02.14,2024-03-14 21:35:00,,,24.02.14,5,Abwdirun,,,,
ad73ec92-d9ae-4078-84d8-2f13f48b3349,Sids Fanjk,https://play-lh.googleusercontent.com/a/ACg8ocJBXNSwAcjn3zzy_XySPCHNUkOT4l13HJMA0ZlKIUVuK747eg=mo,1,24.03.04,2024-03-14 17:46:15,,,24.03.04,1,1000000% worst apk ever. Abyssiniya brags on a complete garbage apk through their Ads.,,,,
a94bbd99-5b65-4bbe-90aa-3a031018bfc3,Telaye Yewodyanhe,https://play-lh.googleusercontent.com/a/ACg8ocKj5y6LGaCDk4g-vuEyxOAQx48pEXHSMtob_KydmllXie2Fxw=mo,2,24.03.04,2024-03-14 16:43:23,,,24.03.04,5,Apollo is amazing baking system of Abyssinia,,,,
d2988cbe-8ae2-4947-8301-9809d4d26e25,teferi teshome,https://play-lh.googleusercontent.com/a-/ALV-UjU2txuNWWrPauSicfxQiSOLRHnNFfzACw2gER0O1oU1vJfEjX4,1,24.03.04,2024-03-14 14:59:07,,,24.03.04,1,Worst app ever seen,,,,
e1784b5c-ed8c-4470-b220-1d8d8a7ba844,Miret Ye beku,https://play-lh.googleusercontent.com/a/ACg8ocKpsqIeXbSI1_0ZOyOb7WAdd9GhEb7mmX0BXQ1iwlrAWj9b0A=mo,0,24.03.04,2024-03-14 13:30:15,,,24.03.04,5,አረሰሬ,,,,
6b8f02e7-a15d-48c0-9b17-1d81d43d21ce,Biniyam Bini,https://play-lh.googleusercontent.com/a/ACg8ocKgDbq9_9zB-hKqitALqSfEIY8cF3tht0992d582JkWvy-LQg=mo,0,,2024-03-13 08:15:46,,,,5,This program is easy,,,,
ab51332a-c30e-4aed-b794-599b04bf3157,Desta Dereje,https://play-lh.googleusercontent.com/a/ACg8ocKrLoVG5fDzeinghy-A7g-_uJAHSYP76fftH13mBLH32c5Uuw=mo,1,24.03.04,2024-03-13 03:10:49,,,24.03.04,3,Abyssinia apollo,,,,
01df1205-dae9-4f51-a495-5b6761c1cd11,robel n,https://play-lh.googleusercontent.com/a-/ALV-UjWPFPz9n-ChBKh34ivYmEdG76fYpZLMaOpD8Mvn9fG8jrPMO30,0,24.03.04,2024-03-13 00:29:46,,,24.03.04,4,Waw,,,,
09b4c1e5-a4bf-4832-8e1f-4e90f4db282d,Zelalem Gebru,https://play-lh.googleusercontent.com/a-/ALV-UjURrjJ96G577SxwuiDmzvzLytDCeDRc6C4VlZiPw42s2j1lYmlN,0,24.03.04,2024-03-12 06:50:45,,,24.03.04,1,Embarrassing App...!!!,,,,
46fc3bf5-e889-4401-adb7-b567ae9cd740,Aya Mehammed,https://play-lh.googleusercontent.com/a/ACg8ocIgbkQO-tdlR4LcxhNGgZMrgnG2Qx3ORYY2EL5mqnOvVYqiXA=mo,0,23.12.18,2024-03-12 00:39:44,,,23.12.18,5,Loved,,,,
3ccfd5ed-074d-4b6a-9306-e7e093e89e70,Abrha Gebre,https://play-lh.googleusercontent.com/a/ACg8ocIDY0uzC_LKOoRWiP3Rh5xXfkUTq4P7W50KJPIEwff6-pCkIQ=mo,0,23.12.29,2024-03-11 23:04:32,,,23.12.29,5,Good apk,,,,
42362b0f-a860-45a8-aa8d-a3b1262fe696,Sami Sami,https://play-lh.googleusercontent.com/a/ACg8ocIQksEqRjyaNBdh5oyPV0oE7_KuEJwayo1LwDxleghoN_k0wQ=mo,0,,2024-03-11 22:13:39,,,,5,I am waiting to get loan,,,,
d7110c64-79b8-48fd-93d5-bca82433d52a,Nezif Ari,https://play-lh.googleusercontent.com/a-/ALV-UjXGLFI13Q4zSP1a6b-2ZKPjJ4QzSB51mkrn4ZktGHQnf2mynVmQ,0,,2024-03-11 19:24:31,,,,1,If i could give it negative rating I would do it instantly worst banking app ever,,,,
c3fcff6b-9fe9-434f-a959-acafd2f9521e,K Both,https://play-lh.googleusercontent.com/a/ACg8ocLIx1JMUT8vSSwaABOZiFTRJZtCHw8oCyp6f13wMNexpbGc_A=mo,0,,2024-03-11 15:20:45,,,,5,its good,,,,
366abf80-1739-4733-838d-c64b311e67e9,Nigussie G. Mariam,https://play-lh.googleusercontent.com/a-/ALV-UjXsILXGPwuvwQE8KyJMq30eS6khKazxuX1rBxNBzrXqCAvS8IHs,1,24.02.14,2024-03-09 09:06:01,,,24.02.14,1,The worst mobile app,,,,
